,address,city,zip,beds,baths,sqft,year,saleprice,zestimate,rent,type,hoa,tax,apprec,url
326,"2150 W Alameda Rd UNIT 1321,", Phoenix,['85085'],3 bd,2.5 ba,"1,479 sqft",2015.0,"$245,000","$244,416","$1,450/mo",Townhouse,HOA fees$170/mo,"2018$1,282(+3.6%)$15,750(+11.9%)",,0
327,"2812 E Questa Dr,", Phoenix,['85024'],3 bd,2 ba,"2,157 sqft",2007.0,"$415,000",,,Single Family,,,,0
328,"2231 E Mitchell Dr,", Phoenix,['85016'],4 bd,2 ba,"2,242 sqft",2013.0,"$489,500","$424,731","$1,500/mo",Single Family,HOA fees$0/mo,"2018$1,395(+4%)$14,820(+13%)",(+3.1 %),0
329,"2145 E Campo Bello Dr,", Phoenix,['85022'],3 bd,2 ba,"1,569 sqft",2014.0,"$339,900","$330,902","$1,695/mo",Single Family,HOA fees$58/mo,"2018$1,676(+4.7%)$22,180(+1.4%)",(+6.6 %),0
330,,phoenix,85041,3.0,2.0,1324,2004.0,,"['""zestimate"":197808']","['""rentZestimate"":1250']",single family,[],"2018 $1,045 +7.3% $12,600 +13.4%","$209,815 (+6.1 %)",0
331,"4322 W Apollo Rd,", Laveen,['85339'],3 bd,2 ba,"1,279 sqft",2005.0,"$220,000","$205,339","$1,200/mo",Single Family,HOA fees$63/mo,"2018$1,270(+5.8%)$12,230(+16.1%)",(+5.2 %),0
332,"5421 W Fremont Rd,", Laveen,['85339'],4 bd,3 ba,"2,361 sqft",2006.0,"$249,900","$243,047","$1,495/mo",Single Family,HOA fees$66/mo,"2018$1,964(+5.4%)$15,510(+12.2%)",(+2.9 %),0
333,"6209 W Hedgehog Pl,", Phoenix,['85083'],4 bd,2.5 ba,"2,850 sqft",2002.0,"$498,000","$470,642","$2,450/mo",Single Family,HOA fees$48/mo,"2018$3,967(+3.4%)$33,130(+5.8%)",(+0.8 %),0
334,"2929 N 39th St UNIT 9,", Phoenix,['85018'],3 bd,2 ba,"1,611 sqft",2007.0,"$225,000","$228,193","$1,485/mo",Townhouse,HOA fees$75/mo,"2018$2,012(+4.3%)$14,360(+12.6%)",(+3.6 %),0
335,"34848 N 30th Ave,", Phoenix,['85086'],3 bd,3 ba,"1,566 sqft",2003.0,"$224,900","$224,961","$1,395/mo",Townhouse,HOA fees$136/mo,"2018$1,140(+3.6%)$15,470(+4.7%)",(+2.9 %),0
336,"3221 N 37th St UNIT 23,", Phoenix,['85018'],2 bd,2.5 ba,"1,418 sqft",2000.0,"$265,000","$263,943","$1,495/mo",Townhouse,HOA fees$250/mo,"2018$1,312(+4.3%)$16,560(+15.3%)",(+3.6 %),0
337,,laveen,85339,5.0,3.0,3308,2006.0,345500,"['""zestimate"":340867']","['""rentZestimate"":1880']",single family,"['HOA Fee"",""factValue"":""$88']","2018 $3,155 +2.7% $24,470 +18.6%","$342,299 (+0.4 %)",0
338,"6900 E Princess Dr UNIT 1134,", Phoenix,['85054'],3 bd,2 ba,"1,093 sqft",2006.0,"$215,000","$214,231","$1,450/mo",Condo,HOA fees$240/mo,"2018$1,580(+4.3%)$14,910(+2.6%)",,0
339,,laveen,85339,,,,,276000,"['""zestimate"":229663']","['""rentZestimate"":1355']",mon-tue 10am-6pm wed 1pm-6pm thur-sat 10am-6pm sun 11am-6pm,[],,Unavailable,0
340,"1425 E Huntington Dr,", Phoenix,['85040'],3 bd,2 ba,"1,471 sqft",2001.0,"$199,900","$202,281","$1,295/mo",Single Family,HOA fees$37/mo,"2018$1,163(+4.9%)$12,520(+11%)",(+5.0 %),0
341,"2150 E Bell Rd UNIT 1143,", Phoenix,['85022'],2 bd,2 ba,"1,158 sqft",2005.0,"$179,900","$180,267","$1,205/mo",Townhouse,HOA fees$116/mo,"2018$906(+4.3%)$12,000(+15.1%)",(+5.6 %),0
342,"10048 W Albeniz Pl,", Tolleson,['85353'],5 bd,3 ba,"1,953 sqft",2006.0,"$249,900","$246,825","$1,440/mo",Single Family,HOA fees$64/mo,"2018$1,616(+6.3%)$16,930(+13.9%)",(+3.1 %),0
343,"4326 W Buist Ave,", Laveen,['85339'],3 bd,2 ba,"2,166 sqft",2004.0,"$280,000","$276,845","$1,500/mo",Single Family,HOA fees$93/mo,"2018$2,567(+5.4%)$18,910(+14.5%)",(+2.6 %),0
344,"3028 W Thorn Tree Dr,", Phoenix,['85085'],3 bd,2 ba,"1,788 sqft",2016.0,"$385,000",,,Single Family,HOA fees$87/mo,"2018$2,175(+249.6%)$14,805(-0.2%)",(+3.9 %),0
345,"20037 N 49th Dr,", Glendale,['85308'],3 bd,3 ba,"1,748 sqft",2007.0,"$244,999","$244,758","$1,450/mo",Single Family,HOA fees$93/mo,"2018$1,140(+3.6%)$17,610(+13.5%)",(+2.4 %),0
346,"18250 N 32nd St UNIT 1051,", Phoenix,['85032'],3 bd,3 ba,"1,483 sqft",2005.0,"$230,000","$227,250","$1,400/mo",Condo,HOA fees$140/mo,"2018$1,410(+4.3%)$15,670(+14.3%)",(+3.3 %),0
347,"16209 S 17th Dr,", Phoenix,['85045'],3 bd,2.5 ba,"1,568 sqft",2000.0,"$269,000","$273,358","$1,500/mo",Single Family,HOA fees$35/mo,"2018$2,063(+4.4%)$17,680(+4%)",(+1.2 %),0
348,"6326 W Mohave St,", Phoenix,['85043'],3 bd,2 ba,"1,058 sqft",2001.0,"$195,000","$189,362","$1,175/mo",Single Family,HOA fees$48/mo,"2018$726(+6.6%)$10,680(+16%)",(+5.4 %),0
349,"8620 S 21st Pl,", Phoenix,['85042'],3 bd,3 ba,"2,258 sqft",2005.0,"$389,900",,,Single Family,,,,0
350,,phoenix,85004,2.0,2.5,1463,2007.0,344900,"['""zestimate"":338179']","['""rentZestimate"":2200']",condo,"['HOA Fee"",""factValue"":""$718']","2018 $2,647 +2.3% $26,600 +14.4%","$358,098 (+5.9 %)",0
351,,laveen,85339,,,,,251000,"['""zestimate"":215490']","['""rentZestimate"":1325']",mon-tue 10am-6pm wed 1pm-6pm thur-sat 10am-6pm sun 11am-6pm,[],,Unavailable,0
352,,phoenix,85042,2.0,2.0,1205,2007.0,169900,"['""zestimate"":176470']","['""rentZestimate"":1300']",townhouse,"['HOA Fee"",""factValue"":""$235']","2018 $1,214 +7.3% $11,330 +12.1%","$185,788 (+5.3 %)",0
353,,phoenix,85041,3.0,3.0,2165,2004.0,228000,"['""zestimate"":226414']","['""rentZestimate"":1380']",single family,"['HOA Fee"",""factValue"":""$65']","2018 $1,641 +7.3% $15,880 +13.8%","$234,248 (+3.5 %)",0
354,,phoenix,85043,3.0,2.0,1435,2003.0,204000,"['""zestimate"":196442']","['""rentZestimate"":1250']",single family,"['HOA Fee"",""factValue"":""$55']","2018 $1,076 +6.4% $12,070 +10%","$207,620 (+5.7 %)",0
355,,phoenix,85083,3.0,2.0,1816,2006.0,328000,"['""zestimate"":322429']","['""rentZestimate"":1650']",single family,"['HOA Fee"",""factValue"":""$73']","2018 $2,067 +3.6% $22,800 +7.3%","$329,103 (+2.1 %)",0
356,,laveen,85339,3.0,2.5,1647,2006.0,200000,"['""zestimate"":203202']","['""rentZestimate"":1325']",single family,"['HOA Fee"",""factValue"":""$65']","2018 $1,420 +5.4% $11,480 +9.6%","$214,337 (+5.5 %)",0
357,,phoenix,85043,4.0,2.5,2203,2003.0,250000,"['""zestimate"":233283']","['""rentZestimate"":1350']",single family,"['HOA Fee"",""factValue"":""$51']","2018 $1,321 +6% $15,120 +12%","$241,821 (+3.7 %)",0
358,,phoenix,85086,5.0,4.0,3707,2004.0,369000,"['""zestimate"":382309']","['""rentZestimate"":2200']",single family,"['HOA Fee"",""factValue"":""$51']","2018 $3,441 +3.4% $30,730 +3.8%","$383,112 (+0.2 %)",0
359,,phoenix,85042,3.0,2.0,1522,2001.0,250000,"['""zestimate"":249138']","['""rentZestimate"":1395']",single family,"['HOA Fee"",""factValue"":""$65']","2018 $1,845 +4.9% $15,960 +8.6%","$259,677 (+4.2 %)",0
360,,phoenix,85016,3.0,2.5,1930,2018.0,415000,"['""zestimate"":428185']","['""rentZestimate"":2106']",townhouse,"['HOA Fee"",""factValue"":""$205']",,Unavailable,0
361,,laveen,85339,4.0,2.5,2207,2004.0,249900,"['""zestimate"":243233']","['""rentZestimate"":1435']",single family,"['HOA Fee"",""factValue"":""$68']","2018 $1,661 +5.8% $14,920 +13.4%","$249,727 (+2.7 %)",0
362,,phoenix,85022,3.0,3.0,1865,2004.0,285000,"['""zestimate"":286427']","['""rentZestimate"":1600']",single family,"['HOA Fee"",""factValue"":""$85']","2018 $1,702 +4.7% $19,180 +5.6%","$290,036 (+1.3 %)",0
363,,phoenix,85018,3.0,2.0,1232,2005.0,229000,"['""zestimate"":228600']","['""rentZestimate"":1350']",townhouse,"['HOA Fee"",""factValue"":""$250']","2018 $935 +4.3% $12,680 +17.2%","$241,653 (+5.7 %)",0
